mz,intensity,rel.intensity,theo.mass,delta,rdb,comp,sample
706.585,6369.4,0.37,706.5854,-0.42,5,C42 H78 O6 N2 ,sc_nuc_1
706.5937,21475.5,1.23,706.5898,3.88,4.5,C43 H81 O4 N P ,sc_nuc_1
707.5417,56557.4,3.24,707.546,-4.3,1,C38 H78 O8 N P ,sc_nuc_1
707.5974,4182.9,0.24,707.5976,-0.18,4,C43 H82 O4 N P ,sc_nuc_1
708.4894,467042.8,26.78,708.4861,3.33,16,C46 H64 O4 N2 ,sc_nuc_1
708.5115,20147.2,1.16,708.5115,-0.02,10.5,C44 H71 O4 N P ,sc_nuc_1
708.5451,10705.8,0.61,708.5436,1.5,10,C44 H72 O5 N2 ,sc_nuc_1
708.6137,4582.8,0.26,708.6137,0,3.5,C43 H82 O6 N ,sc_nuc_1
709.4927,177497.3,10.18,709.4939,-1.18,15.5,C46 H65 O4 N2 ,sc_nuc_1
709.5148,7889.6,0.45,709.515,-0.18,10.5,C43 H69 O6 N2 ,sc_nuc_1
709.583,18113.5,1.04,709.5851,-2.06,4,C42 H79 O7 N ,sc_nuc_1
710.4961,27916.7,1.6,710.499,-2.94,10.5,C43 H68 O7 N ,sc_nuc_1
710.5866,6212.9,0.36,710.5847,1.95,3.5,C42 H81 O5 N P ,sc_nuc_1
710.6299,3766.3,0.22,710.6293,0.63,2.5,C43 H84 O6 N ,sc_nuc_1
713.4448,95115.9,5.45,713.4442,0.61,15.5,C44 H62 O4 N2 P ,sc_nuc_1
714.4481,34330.6,1.97,714.4493,-1.23,10.5,C41 H65 O7 N P ,sc_nuc_1
714.5433,4629.5,0.27,714.5432,0.1,3.5,C40 H77 O7 N P ,sc_nuc_1
715.4517,3874.8,0.22,715.4469,4.8,19.5,C47 H59 O4 N2 ,sc_nuc_1
716.4629,9885.9,0.57,716.465,-2.03,9.5,C41 H67 O7 N P ,sc_nuc_1
716.5227,10246.9,0.59,716.5225,0.21,3.5,C39 H75 O8 N P ,sc_nuc_1
716.559,60958,3.5,716.5589,0.13,2.5,C40 H79 O7 N P ,sc_nuc_1
717.5264,3152.8,0.18,717.5303,-3.88,3,C39 H76 O8 N P ,sc_nuc_1
717.5624,23648.5,1.36,717.5667,-4.25,2,C40 H80 O7 N P ,sc_nuc_1
717.5907,13471.3,0.77,717.5905,0.24,1.5,C40 H82 O6 N2 P ,sc_nuc_1
718.2952,5161.4,0.3,718.2952,0.05,31.5,C50 H40 O4 N ,sc_nuc_1
718.5384,67019.5,3.84,718.5381,0.27,2.5,C39 H77 O8 N P ,sc_nuc_1
718.5642,3283.4,0.19,718.5643,-0.08,11,C46 H74 O4 N2 ,sc_nuc_1
718.5748,112935,6.48,718.5745,0.24,1.5,C40 H81 O7 N P ,sc_nuc_1
718.5938,4652.9,0.27,718.5898,4.05,5.5,C44 H81 O4 N P ,sc_nuc_1
719.5418,25696.7,1.47,719.546,-4.14,2,C39 H78 O8 N P ,sc_nuc_1
719.5779,44335.1,2.54,719.5823,-4.43,1,C40 H82 O7 N P ,sc_nuc_1
720.5406,3656.2,0.21,720.5409,-0.3,6.5,C42 H74 O8 N ,sc_nuc_1
720.554,84565.3,4.85,720.5538,0.18,1.5,C39 H79 O8 N P ,sc_nuc_1
720.5813,9212.9,0.53,720.58,1.37,10,C46 H76 O4 N2 ,sc_nuc_1
720.5903,28968.4,1.66,720.5902,0.11,0.5,C40 H83 O7 N P ,sc_nuc_1
720.8744,3451.8,0.2,,,,,sc_nuc_1
721.5069,11103.3,0.64,721.5068,0.13,11.5,C44 H70 O4 N2 P ,sc_nuc_1
721.5574,31430.4,1.8,721.5616,-4.19,1,C39 H80 O8 N P ,sc_nuc_1
721.5936,11279.6,0.65,721.598,-4.41,0,C40 H84 O7 N P ,sc_nuc_1
722.5118,18162.6,1.04,722.5119,-0.16,6.5,C41 H73 O7 N P ,sc_nuc_1
722.5609,6812,0.39,722.5592,1.63,10,C45 H74 O5 N2 ,sc_nuc_1
723.5154,7302.7,0.42,723.5197,-4.33,6,C41 H74 O7 N P ,sc_nuc_1
723.5415,5598.3,0.32,723.5432,-1.71,10,C45 H73 O6 N ,sc_nuc_1
724.5279,122125.8,7,724.5276,0.29,5.5,C41 H75 O7 N P ,sc_nuc_1
724.5442,4403,0.25,724.5428,1.33,9.5,C45 H75 O4 N P ,sc_nuc_1
725.397,228386.7,13.1,725.3949,2.1,22.5,C47 H53 O5 N2 ,sc_nuc_1
725.5313,50462.3,2.89,725.5354,-4.12,5,C41 H76 O7 N P ,sc_nuc_1
725.5573,85709.7,4.91,725.5589,-1.59,9,C45 H75 O6 N ,sc_nuc_1
726.4003,67967.6,3.9,726.4004,-0.05,13,C40 H59 O8 N2 P ,sc_nuc_1
726.5046,7711.7,0.44,726.5068,-2.2,5.5,C40 H73 O8 N P ,sc_nuc_1
726.5348,9464.6,0.54,726.533,1.76,14,C47 H70 O4 N2 ,sc_nuc_1
726.5436,24728.6,1.42,726.5432,0.37,4.5,C41 H77 O7 N P ,sc_nuc_1
726.5605,38293.4,2.2,726.5585,2.01,8.5,C45 H77 O4 N P ,sc_nuc_1
727.3928,7191.8,0.41,727.3953,-2.49,17.5,C43 H55 O8 N2 ,sc_nuc_1
727.4036,9486.9,0.54,727.3996,3.98,17,C44 H58 O6 N P ,sc_nuc_1
727.5467,11230.8,0.64,727.551,-4.34,4,C41 H78 O7 N P ,sc_nuc_1
727.5639,6933.9,0.4,727.562,1.94,8.5,C44 H75 O6 N2 ,sc_nuc_1
727.5722,9656.1,0.55,727.5745,-2.35,8,C45 H77 O6 N ,sc_nuc_1
728.5211,16294.2,0.93,728.5225,-1.37,4.5,C40 H75 O8 N P ,sc_nuc_1
728.5593,9251.6,0.53,728.5589,0.46,3.5,C41 H79 O7 N P ,sc_nuc_1
728.5762,4049.2,0.23,728.5741,2.11,7.5,C45 H79 O4 N P ,sc_nuc_1
729.4188,89672.9,5.14,729.4153,3.5,16,C44 H60 O6 N P ,sc_nuc_1
729.5235,5530,0.32,729.5201,3.38,13.5,C46 H69 O5 N2 ,sc_nuc_1
729.5622,5730.8,0.33,729.5667,-4.49,3,C41 H80 O7 N P ,sc_nuc_1
729.5908,21725.6,1.25,729.5905,0.29,2.5,C41 H82 O6 N2 P ,sc_nuc_1
730.3523,20077.7,1.15,730.3527,-0.36,26.5,C49 H48 O5 N ,sc_nuc_1
730.4221,32570,1.87,730.4231,-1.02,15.5,C44 H61 O6 N P ,sc_nuc_1
730.5384,163838,9.4,730.5381,0.32,3.5,C40 H77 O8 N P ,sc_nuc_1
730.5746,12481.9,0.72,730.5745,0.06,2.5,C41 H81 O7 N P ,sc_nuc_1
730.5941,8121.3,0.47,730.598,-3.96,6.5,C45 H80 O6 N ,sc_nuc_1
731.3557,4833,0.28,731.3582,-2.5,17,C42 H54 O8 N P ,sc_nuc_1
731.4177,4954.7,0.28,731.418,-0.35,20,C47 H57 O6 N ,sc_nuc_1
731.4245,4527.1,0.26,731.4266,-2.08,15.5,C43 H59 O8 N2 ,sc_nuc_1
731.5417,68955.8,3.95,731.546,-4.29,3,C40 H78 O8 N P ,sc_nuc_1
731.5781,5881.7,0.34,731.5823,-4.26,2,C41 H82 O7 N P ,sc_nuc_1
731.6065,88469.3,5.07,731.6062,0.31,1.5,C41 H84 O6 N2 P ,sc_nuc_1
732.5234,4892.2,0.28,732.5201,3.29,8,C42 H73 O6 N2 P ,sc_nuc_1
732.5426,7497,0.43,732.5436,-1,12,C46 H72 O5 N2 ,sc_nuc_1
732.554,998808.1,57.28,732.5538,0.23,2.5,C40 H79 O8 N P ,sc_nuc_1
732.5682,3903.5,0.22,732.569,-0.84,6.5,C44 H79 O5 N P ,sc_nuc_1
732.59,17053.5,0.98,732.5902,-0.2,1.5,C41 H83 O7 N P ,sc_nuc_1
732.6095,37724,2.16,732.6054,4.1,5.5,C45 H83 O4 N P ,sc_nuc_1
733.5575,451073.7,25.87,733.5616,-4.06,2,C40 H80 O8 N P ,sc_nuc_1
733.5933,7003.6,0.4,733.598,-4.65,1,C41 H84 O7 N P ,sc_nuc_1
733.6133,8024,0.46,733.6132,0.04,5,C45 H84 O4 N P ,sc_nuc_1
733.6213,6535.5,0.37,733.6215,-0.22,5,C45 H83 O6 N ,sc_nuc_1
734.5695,545313.6,31.27,734.5694,0.04,1.5,C40 H81 O8 N P ,sc_nuc_1
735.5629,7403.7,0.42,735.5644,-1.45,6,C43 H77 O8 N ,sc_nuc_1
735.5731,221589.8,12.71,735.5773,-4.16,1,C40 H82 O8 N P ,sc_nuc_1
736.5427,38322.3,2.2,736.5428,-0.08,10.5,C46 H75 O4 N P ,sc_nuc_1
736.5763,42588.1,2.44,736.5749,1.46,10,C46 H76 O5 N2 ,sc_nuc_1
737.5461,19228.4,1.1,737.5463,-0.18,10.5,C45 H73 O6 N2 ,sc_nuc_1
737.5792,5879.5,0.34,737.58,-0.78,5,C43 H79 O8 N ,sc_nuc_1
738.5074,6125.6,0.35,738.5068,0.59,6.5,C41 H73 O8 N P ,sc_nuc_1
738.5222,10362,0.59,738.5221,0.11,10.5,C45 H73 O5 N P ,sc_nuc_1
738.5427,10892.1,0.62,738.5432,-0.53,5.5,C42 H77 O7 N P ,sc_nuc_1
738.562,15902.7,0.91,738.5585,3.54,9.5,C46 H77 O4 N P ,sc_nuc_1
739.5259,4083.6,0.23,739.5256,0.32,10.5,C44 H71 O7 N2 ,sc_nuc_1
739.546,5606.6,0.32,739.551,-5.04,5,C42 H78 O7 N P ,sc_nuc_1
739.5659,5348.6,0.31,739.5663,-0.43,9,C46 H78 O4 N P ,sc_nuc_1
740.2215,3910.1,0.22,740.2646,-43.12,26,C44 H41 O7 N2 P ,sc_nuc_1
740.5222,13731.3,0.79,740.5225,-0.31,5.5,C41 H75 O8 N P ,sc_nuc_1
740.557,17654.8,1.01,740.5589,-1.87,4.5,C42 H79 O7 N P ,sc_nuc_1
740.5775,7566,0.43,740.5741,3.4,8.5,C46 H79 O4 N P ,sc_nuc_1
741.5227,3748.9,0.21,741.5201,2.57,14.5,C47 H69 O5 N2 ,sc_nuc_1
741.5603,6947.7,0.4,741.5565,3.79,13.5,C48 H73 O4 N2 ,sc_nuc_1
742.537,12108.3,0.69,742.5381,-1.16,4.5,C41 H77 O8 N P ,sc_nuc_1
742.5747,26172,1.5,742.5745,0.19,3.5,C42 H81 O7 N P ,sc_nuc_1
743.5391,4509.6,0.26,743.5357,3.37,13.5,C47 H71 O5 N2 ,sc_nuc_1
743.578,11706.4,0.67,743.5823,-4.31,3,C42 H82 O7 N P ,sc_nuc_1
744.4946,4034.5,0.23,744.4963,-1.71,9.5,C43 H71 O7 N P ,sc_nuc_1
744.554,41062.2,2.35,744.5538,0.21,3.5,C41 H79 O8 N P ,sc_nuc_1
744.5904,73462.8,4.21,744.5902,0.22,2.5,C42 H83 O7 N P ,sc_nuc_1
745.5069,15339.4,0.88,745.5068,0.09,13.5,C46 H70 O4 N2 P ,sc_nuc_1
745.5572,20056.9,1.15,745.5616,-4.37,3,C41 H80 O8 N P ,sc_nuc_1
745.5936,29682.9,1.7,745.598,-4.41,2,C42 H84 O7 N P ,sc_nuc_1
746.3264,4251.7,0.24,746.3265,-0.05,31.5,C52 H44 O4 N ,sc_nuc_1
746.5098,43464.4,2.49,746.5119,-2.07,8.5,C43 H73 O7 N P ,sc_nuc_1
746.5697,136131.4,7.81,746.5694,0.28,2.5,C41 H81 O8 N P ,sc_nuc_1
746.606,151737.7,8.7,746.6058,0.17,1.5,C42 H85 O7 N P ,sc_nuc_1
747.5129,15254,0.87,747.5095,3.35,17.5,C49 H67 O4 N2 ,sc_nuc_1
747.573,61510.9,3.53,747.5773,-4.25,2,C41 H82 O8 N P ,sc_nuc_1
747.6094,62752,3.6,747.6136,-4.24,1,C42 H86 O7 N P ,sc_nuc_1
748.5162,3625.8,0.21,748.5174,-1.14,17,C49 H68 O4 N2 ,sc_nuc_1
748.5277,29745.4,1.71,748.5276,0.16,7.5,C43 H75 O7 N P ,sc_nuc_1
748.5851,30748.2,1.76,748.5851,-0.02,1.5,C41 H83 O8 N P ,sc_nuc_1
748.6127,15494.8,0.89,748.6113,1.45,10,C48 H80 O4 N2 ,sc_nuc_1
749.5311,14077.5,0.81,749.5354,-4.31,7,C43 H76 O7 N P ,sc_nuc_1
749.5885,13974.1,0.8,749.5929,-4.38,1,C41 H84 O8 N P ,sc_nuc_1
749.6243,3561.9,0.2,749.6293,-4.95,0,C42 H88 O7 N P ,sc_nuc_1
750.522,7629.3,0.44,750.5221,-0.06,11.5,C46 H73 O5 N P ,sc_nuc_1
750.5434,128089.5,7.35,750.5432,0.2,6.5,C43 H77 O7 N P ,sc_nuc_1
751.5467,59783.5,3.43,751.551,-4.32,6,C43 H78 O7 N P ,sc_nuc_1
752.5153,302797.3,17.36,752.5123,3.03,16,C48 H68 O5 N2 ,sc_nuc_1
752.5373,5054.2,0.29,752.5377,-0.46,10.5,C46 H75 O5 N P ,sc_nuc_1
752.5589,108520.2,6.22,752.5589,0.06,5.5,C43 H79 O7 N P ,sc_nuc_1
753.4282,216475.5,12.41,753.4262,2.04,22.5,C49 H57 O5 N2 ,sc_nuc_1
753.5185,114906.4,6.59,753.5177,0.74,6.5,C41 H74 O8 N2 P ,sc_nuc_1
753.5624,48122.7,2.76,753.5667,-4.34,5,C43 H80 O7 N P ,sc_nuc_1
753.5883,8760.9,0.5,753.5902,-1.92,9,C47 H79 O6 N ,sc_nuc_1
754.4316,70961.4,4.07,754.4317,-0.05,13,C42 H63 O8 N2 P ,sc_nuc_1
754.522,21816.1,1.25,754.5252,-3.22,10.5,C45 H72 O8 N ,sc_nuc_1
754.5364,141866.5,8.14,754.5381,-1.69,5.5,C42 H77 O8 N P ,sc_nuc_1
754.5743,26887.7,1.54,754.5745,-0.18,4.5,C43 H81 O7 N P ,sc_nuc_1
754.5921,3040,0.17,754.5898,2.28,8.5,C47 H81 O4 N P ,sc_nuc_1
755.424,7564,0.43,755.4266,-2.62,17.5,C45 H59 O8 N2 ,sc_nuc_1
755.4349,11184.7,0.64,755.4309,3.95,17,C46 H62 O6 N P ,sc_nuc_1
755.5396,54122.3,3.1,755.5357,3.86,14.5,C48 H71 O5 N2 ,sc_nuc_1
755.5781,12775.5,0.73,755.5823,-4.24,4,C43 H82 O7 N P ,sc_nuc_1
756.5418,9789,0.56,756.5412,0.62,5,C41 H77 O8 N2 P ,sc_nuc_1
756.5529,125327.5,7.19,756.5538,-0.93,4.5,C42 H79 O8 N P ,sc_nuc_1
756.5899,7192.4,0.41,756.5902,-0.25,3.5,C43 H83 O7 N P ,sc_nuc_1
757.471,64099.7,3.68,757.4704,0.62,15.5,C46 H66 O5 N2 P ,sc_nuc_1
757.5563,43165.6,2.48,757.5514,4.91,13.5,C48 H73 O5 N2 ,sc_nuc_1
757.6217,12039.7,0.69,757.6218,-0.11,2.5,C43 H86 O6 N2 P ,sc_nuc_1
758.3835,20465.8,1.17,758.384,-0.49,26.5,C51 H52 O5 N ,sc_nuc_1
758.4742,20591.9,1.18,758.4755,-1.37,10.5,C43 H69 O8 N P ,sc_nuc_1
758.5696,642014.6,36.82,758.5694,0.18,3.5,C42 H81 O8 N P ,sc_nuc_1
758.606,5765,0.33,758.6058,0.22,2.5,C43 H85 O7 N P ,sc_nuc_1
758.6253,5965.1,0.34,758.6293,-3.98,6.5,C47 H84 O6 N ,sc_nuc_1
759.3869,6103.4,0.35,759.3895,-2.58,17,C44 H58 O8 N P ,sc_nuc_1
759.5227,10590.6,0.61,759.5224,0.26,13.5,C47 H72 O4 N2 P ,sc_nuc_1
759.5731,285670.2,16.38,759.5773,-4.19,3,C42 H82 O8 N P ,sc_nuc_1
759.6376,28882.3,1.66,759.6375,0.13,1.5,C43 H88 O6 N2 P ,sc_nuc_1
760.5252,9619,0.55,760.5276,-2.34,8.5,C44 H75 O7 N P ,sc_nuc_1
760.5522,6169.9,0.35,760.5514,0.86,8,C44 H77 O6 N2 P ,sc_nuc_1
760.585,1334799.8,76.54,760.5851,-0.04,2.5,C42 H83 O8 N P ,sc_nuc_1
760.5999,4660.7,0.27,760.6003,-0.44,6.5,C46 H83 O5 N P ,sc_nuc_1
760.6035,4440.7,0.25,760.6003,3.14,6.5,C46 H83 O5 N P ,sc_nuc_1
760.6076,3080.9,0.18,760.6086,-0.94,6.5,C46 H82 O7 N ,sc_nuc_1
760.6176,6107.4,0.35,760.6215,-3.91,1.5,C43 H87 O7 N P ,sc_nuc_1
760.641,13105.8,0.75,760.645,-3.96,5.5,C47 H86 O6 N ,sc_nuc_1
761.5758,3078.5,0.18,761.5718,4.05,7,C45 H80 O6 N P ,sc_nuc_1
761.5886,636966,36.53,761.5929,-4.26,2,C42 H84 O8 N P ,sc_nuc_1
762.5423,3674.9,0.21,762.5432,-0.9,7.5,C44 H77 O7 N P ,sc_nuc_1
762.5585,44601.7,2.56,762.5585,0.01,11.5,C48 H77 O4 N P ,sc_nuc_1
762.5922,133630.2,7.66,762.5905,1.71,11,C48 H78 O5 N2 ,sc_nuc_1
762.6606,4247.6,0.24,762.6606,0.02,4.5,C47 H88 O6 N ,sc_nuc_1
763.5617,21846.3,1.25,763.562,-0.28,11.5,C47 H75 O6 N2 ,sc_nuc_1
763.6039,34913.6,2,763.6086,-4.7,1,C42 H86 O8 N P ,sc_nuc_1
764.5227,7549.4,0.43,764.5225,0.18,7.5,C43 H75 O8 N P ,sc_nuc_1
764.5589,40130.3,2.3,764.5589,-0.01,6.5,C44 H79 O7 N P ,sc_nuc_1
764.5776,6916,0.4,764.5741,3.49,10.5,C48 H79 O4 N P ,sc_nuc_1
764.6079,8896.2,0.51,764.6062,1.68,10,C48 H80 O5 N2 ,sc_nuc_1
764.6764,20220.6,1.16,764.6763,0.11,3.5,C47 H90 O6 N ,sc_nuc_1
765.5259,3726.9,0.21,765.5303,-4.36,7,C43 H76 O8 N P ,sc_nuc_1
765.5624,20024.9,1.15,765.5667,-4.34,6,C44 H80 O7 N P ,sc_nuc_1
765.6797,9820.8,0.56,765.6758,3.88,3,C47 H92 O4 N P ,sc_nuc_1
766.5383,25498.5,1.46,766.5381,0.19,6.5,C43 H77 O8 N P ,sc_nuc_1
766.5745,296682.2,17.01,766.5745,-0.01,5.5,C44 H81 O7 N P ,sc_nuc_1
766.5929,20835.1,1.19,766.5898,3.12,9.5,C48 H81 O4 N P ,sc_nuc_1
766.6924,25264.3,1.45,766.6919,0.45,2.5,C47 H92 O6 N ,sc_nuc_1
767.5421,11126.3,0.64,767.546,-3.88,6,C43 H78 O8 N P ,sc_nuc_1
767.5779,129891.5,7.45,767.5823,-4.43,5,C44 H82 O7 N P ,sc_nuc_1
767.5967,8725,0.5,767.5976,-0.91,9,C48 H82 O4 N P ,sc_nuc_1
767.6957,12377.3,0.71,767.6997,-3.99,2,C47 H93 O6 N ,sc_nuc_1
768.4909,6453.5,0.37,768.4861,4.85,21,C51 H64 O4 N2 ,sc_nuc_1
768.5536,112834.4,6.47,768.5538,-0.21,5.5,C43 H79 O8 N P ,sc_nuc_1
768.5898,143220.9,8.21,768.5902,-0.38,4.5,C44 H83 O7 N P ,sc_nuc_1
768.7086,4254,0.24,768.7076,1.01,1.5,C47 H94 O6 N ,sc_nuc_1
769.5571,47184.7,2.71,769.5616,-4.53,5,C43 H80 O8 N P ,sc_nuc_1
769.5934,62981.7,3.61,769.598,-4.55,4,C44 H84 O7 N P ,sc_nuc_1
770.5107,6782.6,0.39,770.5119,-1.23,10.5,C45 H73 O7 N P ,sc_nuc_1
770.5692,36098.5,2.07,770.5694,-0.25,4.5,C43 H81 O8 N P ,sc_nuc_1
770.6056,36248,2.08,770.6058,-0.18,3.5,C44 H85 O7 N P ,sc_nuc_1
771.5144,3048,0.17,771.5095,4.91,19.5,C51 H67 O4 N2 ,sc_nuc_1
771.5727,13508.9,0.77,771.5773,-4.59,4,C43 H82 O8 N P ,sc_nuc_1
771.6091,15759.4,0.9,771.6136,-4.5,3,C44 H86 O7 N P ,sc_nuc_1
772.5254,34404.4,1.97,772.5276,-2.21,9.5,C45 H75 O7 N P ,sc_nuc_1
772.585,46273.1,2.65,772.5851,-0.07,3.5,C43 H83 O8 N P ,sc_nuc_1
772.6214,32483.3,1.86,772.6215,-0.06,2.5,C44 H87 O7 N P ,sc_nuc_1
773.4448,65910.8,3.78,773.4442,0.66,20.5,C49 H62 O4 N2 P ,sc_nuc_1
773.5287,15523.4,0.89,773.5252,3.48,18.5,C51 H69 O4 N2 ,sc_nuc_1
773.5884,19427.3,1.11,773.5929,-4.53,3,C43 H84 O8 N P ,sc_nuc_1
773.6245,13620.7,0.78,773.6293,-4.75,2,C44 H88 O7 N P ,sc_nuc_1
774.3576,4185.3,0.24,774.3578,-0.16,31.5,C54 H48 O4 N ,sc_nuc_1
774.4481,25496.1,1.46,774.4493,-1.21,15.5,C46 H65 O7 N P ,sc_nuc_1
774.5412,32353.8,1.86,774.5432,-2.03,8.5,C45 H77 O7 N P ,sc_nuc_1
774.6007,56342.8,3.23,774.6007,-0.01,2.5,C43 H85 O8 N P ,sc_nuc_1
774.637,11730.4,0.67,774.6371,-0.07,1.5,C44 H89 O7 N P ,sc_nuc_1
775.4505,3979.5,0.23,775.4469,3.55,24.5,C52 H59 O4 N2 ,sc_nuc_1
775.5444,14432.3,0.83,775.5408,3.55,17.5,C51 H71 O4 N2 ,sc_nuc_1
775.6039,25589.9,1.47,775.6086,-4.64,2,C43 H86 O8 N P ,sc_nuc_1
775.6407,4549,0.26,775.6449,-4.22,1,C44 H90 O7 N P ,sc_nuc_1
776.5199,6077.5,0.35,776.5225,-2.57,8.5,C44 H75 O8 N P ,sc_nuc_1
776.5588,19184.2,1.1,776.5589,-0.08,7.5,C45 H79 O7 N P ,sc_nuc_1
776.6083,6048.5,0.35,776.6062,2.17,11,C49 H80 O5 N2 ,sc_nuc_1
777.5625,8876.9,0.51,777.5667,-4.23,7,C45 H80 O7 N P ,sc_nuc_1
778.5376,12149.3,0.7,778.5381,-0.57,7.5,C44 H77 O8 N P ,sc_nuc_1
778.5745,22698.8,1.3,778.5745,0.02,6.5,C45 H81 O7 N P ,sc_nuc_1
779.5399,5777.7,0.33,779.5357,4.14,16.5,C50 H71 O5 N2 ,sc_nuc_1
779.5777,10179.7,0.58,779.5823,-4.64,6,C45 H82 O7 N P ,sc_nuc_1
780.553,224816.7,12.89,780.5538,-0.73,6.5,C44 H79 O8 N P ,sc_nuc_1
780.5686,12185.8,0.7,780.569,-0.48,10.5,C48 H79 O5 N P ,sc_nuc_1
780.5902,24386,1.4,780.5902,0.08,5.5,C45 H83 O7 N P ,sc_nuc_1
780.744,6287.7,0.36,780.744,0.1,1.5,C49 H98 O5 N ,sc_nuc_1
781.4595,182357.6,10.46,781.4575,1.97,22.5,C51 H61 O5 N2 ,sc_nuc_1
781.5566,80570.3,4.62,781.5616,-5.01,6,C44 H80 O8 N P ,sc_nuc_1
781.5721,4640.8,0.27,781.5725,-0.38,10.5,C47 H77 O7 N2 ,sc_nuc_1
781.5935,10983.4,0.63,781.598,-4.44,5,C45 H84 O7 N P ,sc_nuc_1
781.6194,5153.4,0.3,781.6215,-2.05,9,C49 H83 O6 N ,sc_nuc_1
782.4629,65862.4,3.78,782.463,-0.1,13,C44 H67 O8 N2 P ,sc_nuc_1
782.5339,4140.4,0.24,782.5354,-1.51,15.5,C50 H72 O6 N ,sc_nuc_1
782.556,6125.6,0.35,782.5565,-0.57,10.5,C47 H76 O8 N ,sc_nuc_1
782.5685,930242.7,53.34,782.5694,-0.97,5.5,C44 H81 O8 N P ,sc_nuc_1
782.6061,10570.2,0.61,782.6058,0.26,4.5,C45 H85 O7 N P ,sc_nuc_1
782.759,3069.8,0.18,782.7596,-0.58,0.5,C49 H100 O5 N ,sc_nuc_1
783.455,4383.5,0.25,783.4579,-2.87,17.5,C47 H63 O8 N2 ,sc_nuc_1
783.466,10571.1,0.61,783.4622,3.81,17,C48 H66 O6 N P ,sc_nuc_1
783.5721,435239.8,24.96,783.567,5.01,14.5,C50 H75 O5 N2 ,sc_nuc_1
783.6095,6232.3,0.36,783.6136,-4.19,4,C45 H86 O7 N P ,sc_nuc_1
784.5427,7265.8,0.42,784.5428,-0.16,14.5,C50 H75 O4 N P ,sc_nuc_1
784.5846,271475,15.57,784.5851,-0.45,4.5,C44 H83 O8 N P ,sc_nuc_1
784.6213,3863.2,0.22,784.6215,-0.12,3.5,C45 H87 O7 N P ,sc_nuc_1
785.5884,127536.9,7.31,785.5929,-4.51,4,C44 H84 O8 N P ,sc_nuc_1
785.653,34163.9,1.96,785.6531,-0.06,2.5,C45 H90 O6 N2 P ,sc_nuc_1
786.4147,14902,0.85,786.4153,-0.6,26.5,C53 H56 O5 N ,sc_nuc_1
786.541,7481.7,0.43,786.5432,-2.18,9.5,C46 H77 O7 N P ,sc_nuc_1
786.6008,568986.4,32.63,786.6007,0.02,3.5,C44 H85 O8 N P ,sc_nuc_1
786.6563,15225.4,0.87,786.6524,3.88,6.5,C49 H89 O4 N P ,sc_nuc_1
787.4181,4704.7,0.27,787.4208,-2.65,17,C46 H62 O8 N P ,sc_nuc_1
787.4332,3954.5,0.23,787.4317,1.56,21.5,C49 H59 O7 N2 ,sc_nuc_1
787.5442,3526.8,0.2,787.5408,3.37,18.5,C52 H71 O4 N2 ,sc_nuc_1
787.6042,260829.3,14.96,787.6086,-4.34,3,C44 H86 O8 N P ,sc_nuc_1
787.6687,68184,3.91,787.6688,-0.01,1.5,C45 H92 O6 N2 P ,sc_nuc_1
788.52,6191.9,0.36,788.5225,-2.51,9.5,C45 H75 O8 N P ,sc_nuc_1
788.5567,47728.6,2.74,788.5589,-2.19,8.5,C46 H79 O7 N P ,sc_nuc_1
788.5774,9175.6,0.53,788.5741,3.3,12.5,C50 H79 O4 N P ,sc_nuc_1
788.6164,405950.9,23.28,788.6164,0,2.5,C44 H87 O8 N P ,sc_nuc_1
788.6717,29725.3,1.7,788.668,3.72,5.5,C49 H91 O4 N P ,sc_nuc_1
789.5237,3368.6,0.19,789.5201,3.59,18.5,C51 H69 O5 N2 ,sc_nuc_1
789.5599,20815.9,1.19,789.5565,3.38,17.5,C52 H73 O4 N2 ,sc_nuc_1
789.6198,192782.4,11.06,789.6242,-4.39,2,C44 H88 O8 N P ,sc_nuc_1
789.675,7099.7,0.41,789.6758,-0.82,5,C49 H92 O4 N P ,sc_nuc_1
790.5357,31594.3,1.81,790.5381,-2.38,8.5,C45 H77 O8 N P ,sc_nuc_1
790.5737,42667.2,2.45,790.5745,-0.79,7.5,C46 H81 O7 N P ,sc_nuc_1
790.6232,41102.5,2.36,790.6218,1.33,11,C50 H82 O5 N2 ,sc_nuc_1
790.692,26902,1.54,790.6919,0.12,4.5,C49 H92 O6 N ,sc_nuc_1
791.5392,12873.2,0.74,791.5357,3.42,17.5,C51 H71 O5 N2 ,sc_nuc_1
791.5773,19713.1,1.13,791.5823,-5.06,7,C46 H82 O7 N P ,sc_nuc_1
791.6265,7601.6,0.44,791.627,-0.43,6,C47 H85 O8 N ,sc_nuc_1
791.6953,12924.3,0.74,791.6915,3.78,4,C49 H94 O4 N P ,sc_nuc_1
792.5533,15919.8,0.91,792.5538,-0.49,7.5,C45 H79 O8 N P ,sc_nuc_1
792.5902,150150.2,8.61,792.5902,-0.02,6.5,C46 H83 O7 N P ,sc_nuc_1
792.61,9385.2,0.54,792.6137,-3.64,10.5,C50 H82 O6 N ,sc_nuc_1
792.7076,89988,5.16,792.7076,0.07,3.5,C49 H94 O6 N ,sc_nuc_1
793.5569,7971.8,0.46,793.5616,-4.7,7,C45 H80 O8 N P ,sc_nuc_1
793.5935,74612.1,4.28,793.598,-4.48,6,C46 H84 O7 N P ,sc_nuc_1
