mz,intensity,rel.intensity,theo.mass,delta,rdb,comp,sample
596.357,212998.4,0.05,596.3569,0.05,2.5,C28 H55 O10 N P ,kd_pls_3
597.3048,1257605,0.27,597.3045,0.22,3.5,C27 H50 O12 P ,kd_pls_3
598.3081,354861.4,0.08,598.308,0.07,3.5,C26 H48 O14 N ,kd_pls_3
598.4974,426336.3,0.09,598.497,0.46,2.5,C35 H69 O4 N P ,kd_pls_3
599.3204,5039215,1.07,599.3202,0.24,2.5,C27 H52 O12 P ,kd_pls_3
599.5008,1425536.4,0.3,599.5045,-3.72,6.5,C39 H67 O4 ,kd_pls_3
599.5292,1182245.4,0.25,599.5283,0.96,6,C39 H69 O3 N ,kd_pls_3
600.3237,1409125.4,0.3,600.3237,0.07,2.5,C26 H50 O14 N ,kd_pls_3
600.5041,396257.8,0.08,600.4997,4.33,6.5,C38 H66 O4 N ,kd_pls_3
600.513,1417839.1,0.3,600.5126,0.42,1.5,C35 H71 O4 N P ,kd_pls_3
600.5324,382969.4,0.08,600.5334,-1,1,C36 H72 O6 ,kd_pls_3
601.5165,537102.4,0.11,601.5201,-3.65,5.5,C39 H69 O4 ,kd_pls_3
601.5262,283816.4,0.06,601.5287,-2.51,1,C35 H71 O6 N ,kd_pls_3
602.5101,297326.5,0.06,602.5127,-2.56,1,C35 H70 O7 ,kd_pls_3
603.0446,293353.4,0.06,603.1511,-106.5,15,C28 H30 O12 N P ,kd_pls_3
605.6243,343415.3,0.07,605.5878,36.52,2.5,C40 H77 O3 ,kd_pls_3
609.38,333234.1,0.07,609.38,-0.03,7,C33 H56 O7 N P ,kd_pls_3
609.4738,229388.3,0.05,609.4739,-0.04,0,C32 H68 O7 N P ,kd_pls_3
609.5102,1436229.9,0.31,609.5103,-0.03,-1,C33 H72 O6 N P ,kd_pls_3
609.5579,697583.6,0.15,609.5463,11.57,2.5,C38 H73 O5 ,kd_pls_3
610.373,328430.1,0.07,610.3726,0.41,2.5,C29 H57 O10 N P ,kd_pls_3
610.5136,511543.9,0.11,610.5095,4.05,3,C37 H71 O4 P ,kd_pls_3
610.5418,789714.1,0.17,610.5416,0.24,2.5,C37 H72 O5 N ,kd_pls_3
611.3954,4614583.5,0.98,611.3953,0.11,10.5,C37 H55 O7 ,kd_pls_3
611.4895,544432.6,0.12,611.4895,-0.05,-1,C32 H70 O7 N P ,kd_pls_3
611.5259,3373476,0.72,611.5256,0.32,2.5,C37 H71 O6 ,kd_pls_3
612.3988,1640779,0.35,612.4008,-2.01,1,C30 H61 O10 P ,kd_pls_3
612.5292,1323140.4,0.28,612.5252,3.99,2,C37 H73 O4 P ,kd_pls_3
613.4021,235413.1,0.05,613.4027,-0.59,9.5,C37 H58 O5 P ,kd_pls_3
613.5051,234857.2,0.05,613.5049,0.18,2.5,C36 H69 O7 ,kd_pls_3
613.5415,2259587.3,0.48,613.5413,0.25,1.5,C37 H73 O6 ,kd_pls_3
614.5448,895628.6,0.19,614.5408,3.91,1,C37 H75 O4 P ,kd_pls_3
615.0447,320650.6,0.07,615.1511,-106.45,16,C29 H30 O12 N P ,kd_pls_3
616.471,1339620,0.29,616.4711,-0.14,2.5,C34 H67 O6 N P ,kd_pls_3
617.2737,336216.3,0.07,617.2732,0.43,7.5,C29 H46 O12 P ,kd_pls_3
617.4744,530602.6,0.11,617.4704,3.94,6.5,C38 H66 O4 P ,kd_pls_3
618.5833,1497569.8,0.32,618.5831,0.21,3.5,C40 H76 O3 N ,kd_pls_3
619.2892,9135472,1.95,619.2889,0.3,6.5,C29 H48 O12 P ,kd_pls_3
619.5864,628720,0.13,619.5909,-4.47,3,C40 H77 O3 N ,kd_pls_3
619.64,541505.6,0.12,619.6035,36.56,2.5,C41 H79 O3 ,kd_pls_3
620.2925,2533685.3,0.54,620.2924,0.1,6.5,C28 H46 O14 N ,kd_pls_3
620.5989,2823312.3,0.6,620.5987,0.2,2.5,C40 H78 O3 N ,kd_pls_3
621.3049,1201481.5,0.26,621.3045,0.34,5.5,C29 H50 O12 P ,kd_pls_3
621.6021,1216178.5,0.26,621.6065,-4.4,2,C40 H79 O3 N ,kd_pls_3
622.308,272838.8,0.06,622.308,0,5.5,C28 H48 O14 N ,kd_pls_3
624.5211,365886.6,0.08,624.5209,0.21,3.5,C37 H70 O6 N ,kd_pls_3
626.5129,207360.9,0.04,626.5127,0.19,3,C37 H70 O7 ,kd_pls_3
626.5367,1741008.9,0.37,626.5365,0.17,2.5,C37 H72 O6 N ,kd_pls_3
626.5481,407256.7,0.09,626.5491,-1.02,2,C38 H74 O6 ,kd_pls_3
627.5321,304887.3,0.07,627.5358,-3.64,6.5,C41 H71 O4 ,kd_pls_3
627.54,649233.4,0.14,627.5361,3.89,2,C37 H74 O4 N P ,kd_pls_3
627.5605,1176507.5,0.25,627.5596,0.86,6,C41 H73 O3 N ,kd_pls_3
628.5444,735380.9,0.16,628.5439,0.45,1.5,C37 H75 O4 N P ,kd_pls_3
628.5639,283840.1,0.06,628.5647,-0.87,1,C38 H76 O6 ,kd_pls_3
631.4943,505562.7,0.11,631.4943,-0.03,6.5,C39 H67 O6 ,kd_pls_3
632.5989,316181.8,0.07,632.5987,0.17,3.5,C41 H78 O3 N ,kd_pls_3
633.4505,465977.6,0.1,633.4501,0.39,2.5,C34 H66 O8 P ,kd_pls_3
633.5102,1061139.1,0.23,633.5103,-0.04,1,C35 H72 O6 N P ,kd_pls_3
634.4456,28987256,6.18,634.4453,0.31,2.5,C33 H65 O8 N P ,kd_pls_3
634.5135,353180.1,0.08,634.5095,3.94,5,C39 H71 O4 P ,kd_pls_3
634.6142,260989.4,0.06,634.6144,-0.21,2.5,C41 H80 O3 N ,kd_pls_3
635.4489,9799510,2.09,635.4473,1.65,11,C40 H62 O3 N P ,kd_pls_3
635.526,307267.5,0.07,635.5259,0.08,0,C35 H74 O6 N P ,kd_pls_3
636.4525,1341847.1,0.29,636.4524,0.12,6,C37 H65 O6 P ,kd_pls_3
637.5052,700169.4,0.15,637.5052,0.01,0,C34 H72 O7 N P ,kd_pls_3
637.5416,985287.4,0.21,637.5416,-0.02,-1,C35 H76 O6 N P ,kd_pls_3
637.5891,632981.6,0.13,637.5776,11.43,2.5,C40 H77 O5 ,kd_pls_3
638.5447,359386.2,0.08,638.5408,3.83,3,C39 H75 O4 P ,kd_pls_3
638.5732,318364.6,0.07,638.5729,0.27,2.5,C39 H76 O5 N ,kd_pls_3
638.5923,227809.4,0.05,638.5855,6.83,2,C40 H78 O5 ,kd_pls_3
639.5208,944983.1,0.2,639.5208,-0.07,-1,C34 H74 O7 N P ,kd_pls_3
639.5572,1821119.3,0.39,639.5569,0.28,2.5,C39 H75 O6 ,kd_pls_3
640.5241,251099.9,0.05,640.5201,3.97,3,C38 H73 O5 P ,kd_pls_3
640.5603,742564.3,0.16,640.5565,3.79,2,C39 H77 O4 P ,kd_pls_3
641.4062,657220.1,0.14,641.4062,-0.02,6,C34 H60 O8 N P ,kd_pls_3
641.5729,924150.4,0.2,641.5726,0.36,1.5,C39 H77 O6 ,kd_pls_3
642.4863,268618.7,0.06,642.4865,-0.15,8,C40 H66 O6 ,kd_pls_3
642.5762,320749,0.07,642.5721,4.02,1,C39 H79 O4 P ,kd_pls_3
644.5988,2749027.8,0.59,644.5987,0.13,4.5,C42 H78 O3 N ,kd_pls_3
645.0551,227858.6,0.05,645.1379,-82.72,16.5,C30 H30 O14 P ,kd_pls_3
645.4502,973707.9,0.21,645.4501,0.12,3.5,C35 H66 O8 P ,kd_pls_3
645.6022,1170969.6,0.25,645.6039,-1.66,-0.5,C39 H81 O6 ,kd_pls_3
646.4456,775242.6,0.17,646.4453,0.31,3.5,C34 H65 O8 N P ,kd_pls_3
646.4533,367621.8,0.08,646.4536,-0.28,3.5,C34 H64 O10 N ,kd_pls_3
646.6145,8722503,1.86,646.6144,0.17,3.5,C42 H80 O3 N ,kd_pls_3
647.0508,338795.7,0.07,647.1409,-90.11,16,C29 H30 O14 N P ,kd_pls_3
647.449,238734,0.05,647.4473,1.74,12,C41 H62 O3 N P ,kd_pls_3
647.4657,474492,0.1,647.4657,0.02,2.5,C35 H68 O8 P ,kd_pls_3
647.6178,3808460,0.81,647.6222,-4.38,3,C42 H81 O3 N ,kd_pls_3
647.6714,241080,0.05,647.6348,36.63,2.5,C43 H83 O3 ,kd_pls_3
648.6214,684762,0.15,648.63,-8.65,2.5,C42 H82 O3 N ,kd_pls_3
648.6301,5551379.5,1.18,648.63,0.1,2.5,C42 H82 O3 N ,kd_pls_3
649.0663,300863.5,0.06,649.148,-81.72,19.5,C33 H30 O12 P ,kd_pls_3
649.6334,2216209.3,0.47,649.6378,-4.42,2,C42 H83 O3 N ,kd_pls_3
650.6368,340603.9,0.07,650.6457,-8.91,1.5,C42 H84 O3 N ,kd_pls_3
651.0261,265916.8,0.06,651.1511,-124.99,19,C32 H30 O12 N P ,kd_pls_3
653.0411,235045,0.05,653.143,-101.81,18.5,C32 H30 O13 P ,kd_pls_3
653.5841,261991.6,0.06,653.5878,-3.74,6.5,C44 H77 O3 ,kd_pls_3
654.5601,696352.9,0.15,654.5596,0.55,2.5,C39 H77 O4 N P ,kd_pls_3
654.5677,330843.8,0.07,654.5678,-0.13,2.5,C39 H76 O6 N ,kd_pls_3
654.5796,398456.8,0.08,654.5804,-0.75,2,C40 H78 O6 ,kd_pls_3
655.5633,408660.4,0.09,655.5671,-3.8,6.5,C43 H75 O4 ,kd_pls_3
656.5757,1441333.6,0.31,656.5752,0.46,1.5,C39 H79 O4 N P ,kd_pls_3
657.4501,422283.5,0.09,657.4501,0.02,4.5,C36 H66 O8 P ,kd_pls_3
657.5102,418724.3,0.09,657.5103,-0.08,3,C37 H72 O6 N P ,kd_pls_3
657.5789,499012.5,0.11,657.5827,-3.85,5.5,C43 H77 O4 ,kd_pls_3
658.5727,389914.8,0.08,658.5753,-2.61,1,C39 H78 O7 ,kd_pls_3
659.466,3084040.5,0.66,659.4657,0.26,3.5,C36 H68 O8 P ,kd_pls_3
659.5134,434089.4,0.09,659.513,0.37,7,C40 H69 O6 N ,kd_pls_3
659.5259,786328.4,0.17,659.5259,-0.03,2,C37 H74 O6 N P ,kd_pls_3
660.4692,1265430.3,0.27,660.4692,0.01,3.5,C35 H66 O10 N ,kd_pls_3
661.4816,1496336.1,0.32,661.4814,0.19,2.5,C36 H70 O8 P ,kd_pls_3
661.5415,959305.3,0.2,661.5416,-0.08,1,C37 H76 O6 N P ,kd_pls_3
661.6872,576346,0.12,661.6504,36.76,2.5,C44 H85 O3 ,kd_pls_3
662.4405,1651976.3,0.35,662.4402,0.25,3.5,C34 H65 O9 N P ,kd_pls_3
662.4767,562100.7,0.12,662.4766,0.08,2.5,C35 H69 O8 N P ,kd_pls_3
662.4846,424848.6,0.09,662.4849,-0.27,2.5,C35 H68 O10 N ,kd_pls_3
662.5448,327004.8,0.07,662.5408,3.98,5,C41 H75 O4 P ,kd_pls_3
663.4437,522888.8,0.11,663.4422,1.46,12,C41 H62 O4 N P ,kd_pls_3
664.4562,1029815,0.22,664.4559,0.28,2.5,C34 H67 O9 N P ,kd_pls_3
664.5888,364282.3,0.08,664.5885,0.21,3.5,C41 H78 O5 N ,kd_pls_3
665.0416,309885.9,0.07,665.143,-101.31,19.5,C33 H30 O13 P ,kd_pls_3
665.4401,254770.9,0.05,665.4399,0.15,2.5,C34 H66 O10 P ,kd_pls_3
665.4595,222097.8,0.05,665.4578,1.7,11,C41 H64 O4 N P ,kd_pls_3
665.5366,623569.7,0.13,665.5365,0.08,0,C36 H76 O7 N P ,kd_pls_3
666.6045,789535.8,0.17,666.6042,0.27,2.5,C41 H80 O5 N ,kd_pls_3
667.0569,496902.5,0.11,667.146,-89.08,19,C32 H30 O13 N P ,kd_pls_3
667.5522,402956.6,0.09,667.5521,0.08,-1,C36 H78 O7 N P ,kd_pls_3
667.6077,251546.9,0.05,667.6038,3.92,2,C41 H82 O3 N P ,kd_pls_3
669.4374,267623.4,0.06,669.4375,-0.07,6,C36 H64 O8 N P ,kd_pls_3
671.4482,215660.8,0.05,671.4473,0.9,14,C43 H62 O3 N P ,kd_pls_3
671.4657,897691.3,0.19,671.4657,0.02,4.5,C37 H68 O8 P ,kd_pls_3
672.4691,260189.4,0.06,672.4692,-0.13,4.5,C36 H66 O10 N ,kd_pls_3
672.4976,4189858.5,0.89,672.4974,0.23,3.5,C37 H71 O7 N P ,kd_pls_3
673.4816,1932959.9,0.41,673.4814,0.2,3.5,C37 H70 O8 P ,kd_pls_3
673.5009,1523417.3,0.32,673.4982,2.7,-1,C33 H71 O12 N ,kd_pls_3
674.4849,772369.9,0.16,674.4849,-0.01,3.5,C36 H68 O10 N ,kd_pls_3
674.5132,663305.7,0.14,674.513,0.22,2.5,C37 H73 O7 N P ,kd_pls_3
678.4718,864862.5,0.18,678.4715,0.3,2.5,C35 H69 O9 N P ,kd_pls_3
679.5079,244892.9,0.05,679.5072,0.72,5.5,C40 H72 O6 P ,kd_pls_3
680.5758,1175421.3,0.25,680.5752,0.57,3.5,C41 H79 O4 N P ,kd_pls_3
681.0364,262835.8,0.06,681.1379,-101.43,19.5,C33 H30 O14 P ,kd_pls_3
681.579,524181.9,0.11,681.576,3.01,-1,C37 H79 O9 N ,kd_pls_3
682.5726,210181,0.04,682.5753,-2.69,3,C41 H78 O7 ,kd_pls_3
682.5914,3004483.8,0.64,682.5909,0.53,2.5,C41 H81 O4 N P ,kd_pls_3
683.5947,1600641.5,0.34,683.5984,-3.65,6.5,C45 H79 O4 ,kd_pls_3
684.4559,308023.1,0.07,684.4551,0.75,14.5,C44 H63 O3 N P ,kd_pls_3
684.5883,956923.4,0.2,684.591,-2.61,2,C41 H80 O7 ,kd_pls_3
684.5987,335636.6,0.07,684.5936,5.06,6.5,C44 H78 O4 N ,kd_pls_3
684.607,2080294.4,0.44,684.6065,0.49,1.5,C41 H83 O4 N P ,kd_pls_3
684.9574,252921.8,0.05,,,,,kd_pls_3
685.048,330772.5,0.07,685.148,-100.08,22.5,C36 H30 O12 P ,kd_pls_3
685.4635,762640.1,0.16,685.4629,0.56,14,C44 H64 O3 N P ,kd_pls_3
685.4816,1146765.3,0.24,685.4814,0.2,4.5,C38 H70 O8 P ,kd_pls_3
685.5917,271401.7,0.06,685.5905,1.13,1.5,C41 H82 O5 P ,kd_pls_3
685.6103,820437.2,0.17,685.614,-3.73,5.5,C45 H81 O4 ,kd_pls_3
685.9651,484338.2,0.1,,,,,kd_pls_3
686.4769,634209.4,0.14,686.4766,0.26,4.5,C37 H69 O8 N P ,kd_pls_3
686.4843,385689.1,0.08,686.4849,-0.53,4.5,C37 H68 O10 N ,kd_pls_3
686.5134,423229.1,0.09,686.513,0.37,3.5,C38 H73 O7 N P ,kd_pls_3
686.604,465673.4,0.1,686.6066,-2.58,1,C41 H82 O7 ,kd_pls_3
687.4796,203176.8,0.04,687.4786,1.03,13,C44 H66 O3 N P ,kd_pls_3
687.4974,3144095,0.67,687.497,0.33,3.5,C38 H72 O8 P ,kd_pls_3
687.5445,1105945.5,0.24,687.5443,0.21,7,C42 H73 O6 N ,kd_pls_3
688.4927,2343877.5,0.5,688.4923,0.43,3.5,C37 H71 O8 N P ,kd_pls_3
688.4986,1178099.3,0.25,688.499,-0.36,12,C45 H69 O3 P ,kd_pls_3
688.5479,451108.8,0.1,688.5495,-1.63,2,C39 H76 O9 ,kd_pls_3
689.4958,904824.3,0.19,689.4942,1.56,12,C44 H68 O3 N P ,kd_pls_3
689.5365,1023670.4,0.22,689.5365,0.05,2,C38 H76 O7 N P ,kd_pls_3
690.5084,482532.8,0.1,690.5079,0.45,2.5,C37 H73 O8 N P ,kd_pls_3
690.5398,362231.7,0.08,690.5358,4.01,6,C42 H75 O5 P ,kd_pls_3
690.6045,541111.9,0.12,690.6042,0.31,4.5,C43 H80 O5 N ,kd_pls_3
692.6201,1591669.9,0.34,692.6198,0.24,3.5,C43 H82 O5 N ,kd_pls_3
693.6163,428476.3,0.09,693.6191,-2.81,7.5,C47 H81 O3 ,kd_pls_3
693.623,631040.7,0.13,693.6194,3.57,3,C43 H84 O3 N P ,kd_pls_3
694.4821,288658.9,0.06,694.4817,0.43,6.5,C39 H69 O7 N P ,kd_pls_3
694.6358,1118589.8,0.24,694.6355,0.26,2.5,C43 H84 O5 N ,kd_pls_3
695.6388,374223.1,0.08,695.6351,3.67,2,C43 H86 O3 N P ,kd_pls_3
696.4977,1180811.4,0.25,696.4974,0.3,5.5,C39 H71 O7 N P ,kd_pls_3
697.5009,484272.7,0.1,697.5025,-1.6,0.5,C36 H74 O10 P ,kd_pls_3
698.4713,724439.1,0.15,698.4708,0.57,14.5,C45 H65 O3 N P ,kd_pls_3
698.5134,3850720.5,0.82,698.513,0.35,4.5,C39 H73 O7 N P ,kd_pls_3
698.5577,704160,0.15,698.5576,0.09,3.5,C40 H76 O8 N ,kd_pls_3
698.9729,579673.4,0.12,,,,,kd_pls_3
699.4793,752628,0.16,699.4786,0.72,14,C45 H66 O3 N P ,kd_pls_3
699.4972,645947.9,0.14,699.497,0.16,4.5,C39 H72 O8 P ,kd_pls_3
699.5166,1542809.1,0.33,699.5182,-1.53,-0.5,C36 H76 O10 P ,kd_pls_3
699.5614,248981.9,0.05,699.5596,1.84,12,C47 H73 O3 N ,kd_pls_3
699.9809,730756.4,0.16,,,,,kd_pls_3
700.4889,373832.7,0.08,700.4896,-0.66,0,C35 H73 O11 P ,kd_pls_3
700.5004,392205.6,0.08,700.5005,-0.15,4.5,C38 H70 O10 N ,kd_pls_3
700.529,9064962,1.93,700.5287,0.37,3.5,C39 H75 O7 N P ,kd_pls_3
700.9891,263542.5,0.06,,,,,kd_pls_3
701.4948,297420.7,0.06,701.4942,0.52,13,C45 H68 O3 N P ,kd_pls_3
701.5129,912802.8,0.19,701.5127,0.2,3.5,C39 H74 O8 P ,kd_pls_3
701.5323,3867820.3,0.82,701.5295,2.8,-1,C35 H75 O12 N ,kd_pls_3
702.5086,465716.1,0.1,702.5079,0.67,3.5,C38 H73 O8 N P ,kd_pls_3
702.5159,450120.7,0.1,702.5162,-0.29,3.5,C38 H72 O10 N ,kd_pls_3
702.536,676168.1,0.14,702.5358,0.26,7,C43 H75 O5 P ,kd_pls_3
702.5445,1894648.6,0.4,702.5443,0.21,2.5,C39 H77 O7 N P ,kd_pls_3
703.5477,701850.9,0.15,703.5436,4.1,6.5,C43 H76 O5 P ,kd_pls_3
703.7339,267920.7,0.06,703.6974,36.52,2.5,C47 H91 O3 ,kd_pls_3
706.4668,1306298.8,0.28,706.4665,0.38,3.5,C36 H69 O10 N P ,kd_pls_3
707.4708,407768.6,0.09,707.4684,2.36,12,C43 H66 O5 N P ,kd_pls_3
708.4978,806976.8,0.17,708.4974,0.46,6.5,C40 H71 O7 N P ,kd_pls_3
709.4818,688953.1,0.15,709.4814,0.41,6.5,C40 H70 O8 P ,kd_pls_3
709.501,216573.7,0.05,709.5025,-1.55,1.5,C37 H74 O10 P ,kd_pls_3
709.6105,371941.1,0.08,709.6073,3.21,-1,C39 H83 O9 N ,kd_pls_3
710.5134,799106.6,0.17,710.513,0.39,5.5,C40 H73 O7 N P ,kd_pls_3
710.9733,216303.8,0.05,,,,,kd_pls_3
711.0631,204033.6,0.04,711.1511,-88.03,24,C37 H30 O12 N P ,kd_pls_3
711.4794,692178.1,0.15,711.4786,0.79,15,C46 H66 O3 N P ,kd_pls_3
711.4974,298619.1,0.06,711.497,0.37,5.5,C40 H72 O8 P ,kd_pls_3
711.5165,233473.7,0.05,711.5182,-1.68,0.5,C37 H76 O10 P ,kd_pls_3
711.6262,313988.3,0.07,711.6297,-3.45,6.5,C47 H83 O4 ,kd_pls_3
711.981,502929.4,0.11,,,,,kd_pls_3
712.4875,932432.3,0.2,712.4864,1.08,14.5,C46 H67 O3 N P ,kd_pls_3
712.5291,572028.3,0.12,712.5287,0.39,4.5,C40 H75 O7 N P ,kd_pls_3
712.9889,660458.3,0.14,,,,,kd_pls_3
713.4952,683614.6,0.15,713.4942,1.01,14,C46 H68 O3 N P ,kd_pls_3
713.5131,570189.4,0.12,713.5127,0.46,4.5,C40 H74 O8 P ,kd_pls_3
713.9967,462882.7,0.1,,,,,kd_pls_3
714.5083,3568864,0.76,714.5079,0.41,4.5,C39 H73 O8 N P ,kd_pls_3
714.5448,415021.7,0.09,714.5443,0.49,3.5,C40 H77 O7 N P ,kd_pls_3
715.0586,205573.4,0.04,715.146,-87.44,23,C36 H30 O13 N P ,kd_pls_3
715.5116,1516688.3,0.32,715.5131,-1.48,-0.5,C36 H76 O11 P ,kd_pls_3
715.5288,727437.9,0.16,715.5283,0.48,3.5,C40 H76 O8 P ,kd_pls_3
716.524,9327813,1.99,716.5236,0.45,3.5,C39 H75 O8 N P ,kd_pls_3
717.4717,2267226.3,0.48,717.4712,0.5,4.5,C38 H70 O10 P ,kd_pls_3
717.5273,3496138.3,0.75,717.5255,1.81,12,C46 H72 O3 N P ,kd_pls_3
718.4752,760646.5,0.16,718.4747,0.49,4.5,C37 H68 O12 N ,kd_pls_3
718.5309,616852.8,0.13,718.5307,0.24,7,C43 H75 O6 P ,kd_pls_3
718.539,648915.5,0.14,718.5389,0.03,7,C43 H74 O8 ,kd_pls_3
719.4873,3231462.3,0.69,719.4869,0.45,3.5,C38 H72 O10 P ,kd_pls_3
720.4977,8503142,1.81,720.4974,0.29,7.5,C41 H71 O7 N P ,kd_pls_3
721.4817,202423,0.04,721.4814,0.3,7.5,C41 H70 O8 P ,kd_pls_3
721.5013,3855225.5,0.82,721.5025,-1.24,2.5,C38 H74 O10 P ,kd_pls_3
722.4988,1358318.5,0.29,722.4978,1.05,2.5,C37 H73 O10 N P ,kd_pls_3
722.5133,67336056,14.36,722.513,0.32,6.5,C41 H73 O7 N P ,kd_pls_3
723.4796,240307.2,0.05,723.4786,1.05,16,C47 H66 O3 N P ,kd_pls_3
723.4975,513541.9,0.11,723.497,0.51,6.5,C41 H72 O8 P ,kd_pls_3
723.5168,30324240,6.47,723.5182,-1.37,1.5,C38 H76 O10 P ,kd_pls_3
723.9807,203955.2,0.04,,,,,kd_pls_3
724.4871,389282.2,0.08,724.4864,0.71,15.5,C47 H67 O3 N P ,kd_pls_3
724.5008,252127.5,0.05,724.5005,0.27,6.5,C40 H70 O10 N ,kd_pls_3
724.5216,5841569.5,1.25,724.5216,-0.07,1.5,C37 H74 O12 N ,kd_pls_3
724.5289,16184878,3.45,724.5287,0.23,5.5,C41 H75 O7 N P ,kd_pls_3
725.4952,526489,0.11,725.4942,0.94,15,C47 H68 O3 N P ,kd_pls_3
725.514,344847,0.07,725.515,-1.04,14.5,C48 H69 O5 ,kd_pls_3
725.5323,7262035,1.55,725.5338,-1.49,0.5,C38 H78 O10 P ,kd_pls_3
725.9967,473348.9,0.1,,,,,kd_pls_3
726.5088,442479.5,0.09,726.5079,0.83,5.5,C40 H73 O8 N P ,kd_pls_3
726.5446,7692429,1.64,726.5443,0.31,4.5,C41 H77 O7 N P ,kd_pls_3
727.548,3377824.5,0.72,727.5495,-1.44,-0.5,C38 H80 O10 P ,kd_pls_3
728.524,1215503.8,0.26,728.5236,0.39,4.5,C40 H75 O8 N P ,kd_pls_3
728.5603,3534027,0.75,728.56,0.32,3.5,C41 H79 O7 N P ,kd_pls_3
729.0543,204018.4,0.04,729.1379,-83.61,23.5,C37 H30 O14 P ,kd_pls_3
729.5272,506092.4,0.11,729.5287,-1.53,-0.5,C37 H78 O11 P ,kd_pls_3
729.5636,1768313.4,0.38,729.5608,2.83,-1,C37 H79 O12 N ,kd_pls_3
730.5395,1108316.4,0.24,730.5392,0.25,3.5,C40 H77 O8 N P ,kd_pls_3
730.576,823302.3,0.18,730.5756,0.39,2.5,C41 H81 O7 N P ,kd_pls_3
731.4875,349788.8,0.07,731.4869,0.59,4.5,C39 H72 O10 P ,kd_pls_3
731.5427,452924.3,0.1,731.5412,1.48,12,C47 H74 O3 N P ,kd_pls_3
732.4832,214738.4,0.05,732.4821,1.05,4.5,C38 H71 O10 N P ,kd_pls_3
732.4978,367942.8,0.08,732.4974,0.39,8.5,C42 H71 O7 N P ,kd_pls_3
733.5027,510122.4,0.11,733.5025,0.14,3.5,C39 H74 O10 P ,kd_pls_3
734.5134,3201335.3,0.68,734.513,0.42,7.5,C42 H73 O7 N P ,kd_pls_3
734.5348,745215.3,0.16,734.5341,0.63,2.5,C39 H77 O9 N P ,kd_pls_3
735.4972,314949.1,0.07,735.497,0.18,7.5,C42 H72 O8 P ,kd_pls_3
735.5167,1618557.4,0.35,735.5182,-1.46,2.5,C39 H76 O10 P ,kd_pls_3
736.4928,2523068.8,0.54,736.4923,0.5,7.5,C41 H71 O8 N P ,kd_pls_3
736.5291,4565212,0.97,736.5287,0.41,6.5,C42 H75 O7 N P ,kd_pls_3
736.6464,778379.2,0.17,736.6461,0.33,3.5,C45 H86 O6 N ,kd_pls_3
737.4959,1175265.5,0.25,737.4974,-1.53,2.5,C38 H74 O11 P ,kd_pls_3
737.5133,633952.6,0.14,737.5127,0.6,6.5,C42 H74 O8 P ,kd_pls_3
737.532,1954345.1,0.42,737.5338,-1.76,1.5,C39 H78 O10 P ,kd_pls_3
737.6499,383657.8,0.08,737.6539,-3.97,3,C45 H87 O6 N ,kd_pls_3
738.5084,7673631.5,1.64,738.5079,0.46,6.5,C41 H73 O8 N P ,kd_pls_3
738.5354,276231.7,0.06,738.5358,-0.32,10,C46 H75 O5 P ,kd_pls_3
738.5451,1517280.3,0.32,738.5443,0.77,5.5,C42 H77 O7 N P ,kd_pls_3
738.662,486175.2,0.1,738.6617,0.24,2.5,C45 H88 O6 N ,kd_pls_3
739.5118,3357770.3,0.72,739.5131,-1.29,1.5,C38 H76 O11 P ,kd_pls_3
739.5482,695433.4,0.15,739.5495,-1.27,0.5,C39 H80 O10 P ,kd_pls_3
740.524,3019353.8,0.64,740.5236,0.4,5.5,C41 H75 O8 N P ,kd_pls_3
740.5606,369903.9,0.08,740.56,0.6,4.5,C42 H79 O7 N P ,kd_pls_3
741.4721,287974.1,0.06,741.4712,0.85,6.5,C40 H70 O10 P ,kd_pls_3
741.5273,1388388.1,0.3,741.5287,-1.39,0.5,C38 H78 O11 P ,kd_pls_3
742.5397,8826037,1.88,742.5392,0.46,4.5,C41 H77 O8 N P ,kd_pls_3
743.4874,3368185,0.72,743.4869,0.52,5.5,C40 H72 O10 P ,kd_pls_3
743.543,3783627.5,0.81,743.5444,-1.36,-0.5,C38 H80 O11 P ,kd_pls_3
744.491,1472826.3,0.31,744.4903,0.62,5.5,C39 H70 O12 N ,kd_pls_3
744.5191,882939.3,0.19,744.5185,0.58,4.5,C40 H75 O9 N P ,kd_pls_3
744.5553,8977832,1.91,744.5549,0.47,3.5,C41 H79 O8 N P ,kd_pls_3
745.503,20595212,4.39,745.5025,0.53,4.5,C40 H74 O10 P ,kd_pls_3
745.5221,280264.6,0.06,745.5236,-1.55,-0.5,C37 H78 O12 P ,kd_pls_3
745.5585,3831956.3,0.82,745.5568,1.72,12,C48 H76 O3 N P ,kd_pls_3
746.513,18712302,3.99,746.513,0.03,8.5,C43 H73 O7 N P ,kd_pls_3
746.5344,433993.2,0.09,746.5341,0.22,3.5,C40 H77 O9 N P ,kd_pls_3
746.5616,632926.6,0.13,746.562,-0.38,7,C45 H79 O6 P ,kd_pls_3
747.5182,66898540,14.26,747.5182,0.08,3.5,C40 H76 O10 P ,kd_pls_3
747.5661,5276394.5,1.12,747.5655,0.59,7,C44 H77 O8 N ,kd_pls_3
748.4928,616115.6,0.13,748.4923,0.48,8.5,C42 H71 O8 N P ,kd_pls_3
748.5286,69191792,14.75,748.5287,-0.08,7.5,C43 H75 O7 N P ,kd_pls_3
