mz,intensity,rel.intensity,theo.mass,delta,rdb,comp,sample
655.0601,257621,0.18,655.146,-85.94,18,C31 H30 O13 N P ,sc_nuc_2
655.5083,247995.6,0.17,655.5072,1.12,3.5,C38 H72 O6 P ,sc_nuc_2
655.5639,363293.7,0.25,655.5671,-3.21,6.5,C43 H75 O4 ,sc_nuc_2
656.5573,280435.8,0.19,656.5597,-2.32,2,C39 H76 O7 ,sc_nuc_2
656.5762,2100274,1.45,656.5752,1.02,1.5,C39 H79 O4 N P ,sc_nuc_2
657.056,165918.3,0.11,657.1379,-81.82,17.5,C31 H30 O14 P ,sc_nuc_2
657.5795,798370.8,0.55,657.5827,-3.25,5.5,C43 H77 O4 ,sc_nuc_2
658.5733,575435.4,0.4,658.5753,-1.97,1,C39 H78 O7 ,sc_nuc_2
659.0715,246786.3,0.17,659.1409,-69.47,17,C30 H30 O14 N P ,sc_nuc_2
659.5396,490465.1,0.34,659.5385,1.07,1.5,C38 H76 O6 P ,sc_nuc_2
659.5767,164351.5,0.11,659.5749,1.8,0.5,C39 H80 O5 P ,sc_nuc_2
661.0309,240160.3,0.17,661.148,-117.09,20.5,C34 H30 O12 P ,sc_nuc_2
661.0671,191810.6,0.13,661.148,-80.9,20.5,C34 H30 O12 P ,sc_nuc_2
661.4401,171669.3,0.12,661.4407,-0.55,4,C34 H63 O11 N ,sc_nuc_2
661.5413,171426.6,0.12,661.5413,0.02,5.5,C41 H73 O6 ,sc_nuc_2
661.6876,434298,0.3,661.6504,37.17,2.5,C44 H85 O3 ,sc_nuc_2
662.4411,3068398.8,2.12,662.4402,0.83,3.5,C34 H65 O9 N P ,sc_nuc_2
662.4773,1128367.1,0.78,662.4766,0.65,2.5,C35 H69 O8 N P ,sc_nuc_2
662.6906,147794.1,0.1,662.6582,32.4,2,C44 H86 O3 ,sc_nuc_2
663.0464,475247.5,0.33,663.1511,-104.7,20,C33 H30 O12 N P ,sc_nuc_2
663.4443,1086495.1,0.75,663.4422,2.15,12,C41 H62 O4 N P ,sc_nuc_2
663.4808,298170.2,0.21,663.4786,2.18,11,C42 H66 O3 N P ,sc_nuc_2
664.4567,1199769.9,0.83,664.4559,0.81,2.5,C34 H67 O9 N P ,sc_nuc_2
665.0421,371723.8,0.26,665.143,-100.88,19.5,C33 H30 O13 P ,sc_nuc_2
665.4402,506132.5,0.35,665.4399,0.33,2.5,C34 H66 O10 P ,sc_nuc_2
665.4599,387196.8,0.27,665.4578,2.01,11,C41 H64 O4 N P ,sc_nuc_2
665.5369,213007.6,0.15,665.5365,0.44,0,C36 H76 O7 N P ,sc_nuc_2
666.4438,212666.1,0.15,666.4434,0.36,2.5,C33 H64 O12 N ,sc_nuc_2
666.6051,177443.6,0.12,666.6042,0.94,2.5,C41 H80 O5 N ,sc_nuc_2
667.0215,229487.5,0.16,667.146,-124.52,19,C32 H30 O13 N P ,sc_nuc_2
667.0577,657446.3,0.45,667.146,-88.3,19,C32 H30 O13 N P ,sc_nuc_2
668.5765,245139,0.17,668.5752,1.26,2.5,C40 H79 O4 N P ,sc_nuc_2
669.0172,180094.5,0.12,669.1379,-120.63,18.5,C32 H30 O14 P ,sc_nuc_2
669.4378,206011.1,0.14,669.4375,0.27,6,C36 H64 O8 N P ,sc_nuc_2
669.5683,364088.5,0.25,669.5675,0.86,2.5,C40 H77 O7 ,sc_nuc_2
670.5723,159148.8,0.11,670.5753,-3.01,2,C40 H78 O7 ,sc_nuc_2
670.592,212574.6,0.15,670.5909,1.12,1.5,C40 H81 O4 N P ,sc_nuc_2
671.0326,333120.1,0.23,671.1409,-108.3,18,C31 H30 O14 N P ,sc_nuc_2
671.4485,175361.6,0.12,671.4473,1.24,14,C43 H62 O3 N P ,sc_nuc_2
671.4662,285738.1,0.2,671.4657,0.5,4.5,C37 H68 O8 P ,sc_nuc_2
672.4981,1093830.1,0.76,672.4974,0.73,3.5,C37 H71 O7 N P ,sc_nuc_2
673.0508,152049,0.1,673.148,-97.27,21.5,C35 H30 O12 P ,sc_nuc_2
673.4819,394827.1,0.27,673.4814,0.56,3.5,C37 H70 O8 P ,sc_nuc_2
673.5013,384241.2,0.27,673.4982,3.15,-1,C33 H71 O12 N ,sc_nuc_2
674.5142,149177.2,0.1,674.513,1.15,2.5,C37 H73 O7 N P ,sc_nuc_2
675.0468,224382.1,0.15,675.1511,-104.35,21,C34 H30 O12 N P ,sc_nuc_2
676.4932,191711.6,0.13,676.4923,0.87,2.5,C36 H71 O8 N P ,sc_nuc_2
677.0623,164108.5,0.11,677.143,-80.68,20.5,C34 H30 O13 P ,sc_nuc_2
678.4723,576547,0.4,678.4715,0.73,2.5,C35 H69 O9 N P ,sc_nuc_2
679.021,196177.5,0.14,679.146,-124.98,20,C33 H30 O13 N P ,sc_nuc_2
679.0577,191425.6,0.13,679.146,-88.31,20,C33 H30 O13 N P ,sc_nuc_2
679.0776,169722.3,0.12,679.146,-68.38,20,C33 H30 O13 N P ,sc_nuc_2
679.4759,155673,0.11,679.4735,2.42,11,C42 H66 O4 N P ,sc_nuc_2
679.5082,174103.8,0.12,679.5072,1.01,5.5,C40 H72 O6 P ,sc_nuc_2
680.5763,1351200.3,0.93,680.5752,1.12,3.5,C41 H79 O4 N P ,sc_nuc_2
681.0371,393014.4,0.27,681.1379,-100.76,19.5,C33 H30 O14 P ,sc_nuc_2
681.5795,637404.6,0.44,681.5827,-3.22,7.5,C45 H77 O4 ,sc_nuc_2
681.6161,253681.3,0.18,681.6191,-3.05,6.5,C46 H81 O3 ,sc_nuc_2
682.5735,399978.5,0.28,682.5753,-1.78,3,C41 H78 O7 ,sc_nuc_2
682.592,4168035,2.88,682.5909,1.11,2.5,C41 H81 O4 N P ,sc_nuc_2
683.0329,341370.5,0.24,683.1409,-108.07,19,C32 H30 O14 N P ,sc_nuc_2
683.5952,1776345.5,1.23,683.5984,-3.13,6.5,C45 H79 O4 ,sc_nuc_2
684.4558,238868.8,0.16,684.4551,0.67,14.5,C44 H63 O3 N P ,sc_nuc_2
684.589,1299705.9,0.9,684.591,-2,2,C41 H80 O7 ,sc_nuc_2
684.5992,352823.9,0.24,684.5936,5.56,6.5,C44 H78 O4 N ,sc_nuc_2
684.6075,2322540,1.6,684.6065,1.03,1.5,C41 H83 O4 N P ,sc_nuc_2
685.0483,532726.9,0.37,685.148,-99.72,22.5,C36 H30 O12 P ,sc_nuc_2
685.4643,477127,0.33,685.4629,1.34,14,C44 H64 O3 N P ,sc_nuc_2
685.5925,526098.8,0.36,685.5905,1.92,1.5,C41 H82 O5 P ,sc_nuc_2
685.6108,1063500.3,0.73,685.614,-3.22,5.5,C45 H81 O4 ,sc_nuc_2
685.9655,319205.1,0.22,,,,,sc_nuc_2
686.4774,279180.7,0.19,686.4766,0.79,4.5,C37 H69 O8 N P ,sc_nuc_2
686.6047,750604.8,0.52,686.6066,-1.87,1,C41 H82 O7 ,sc_nuc_2
687.5453,891560.8,0.62,687.5443,0.92,7,C42 H73 O6 N ,sc_nuc_2
688.4932,700069.9,0.48,688.4923,0.88,3.5,C37 H71 O8 N P ,sc_nuc_2
688.5487,374397.7,0.26,688.5495,-0.79,2,C39 H76 O9 ,sc_nuc_2
689.4966,253659.1,0.18,689.4942,2.33,12,C44 H68 O3 N P ,sc_nuc_2
692.6207,470944.6,0.33,692.6198,0.89,3.5,C43 H82 O5 N ,sc_nuc_2
693.6239,161717.6,0.11,693.6277,-3.76,3,C43 H83 O5 N ,sc_nuc_2
694.6361,232313.8,0.16,694.6355,0.57,2.5,C43 H84 O5 N ,sc_nuc_2
695.0526,168180.2,0.12,695.1409,-88.33,20,C33 H30 O14 N P ,sc_nuc_2
696.4984,396022.3,0.27,696.4974,1.07,5.5,C39 H71 O7 N P ,sc_nuc_2
697.0482,280847.9,0.19,697.148,-99.84,23.5,C37 H30 O12 P ,sc_nuc_2
697.0685,303675.7,0.21,697.148,-79.57,23.5,C37 H30 O12 P ,sc_nuc_2
698.4718,334067.9,0.23,698.4708,1.08,14.5,C45 H65 O3 N P ,sc_nuc_2
698.5139,1382053.5,0.95,698.513,0.89,4.5,C39 H73 O7 N P ,sc_nuc_2
698.5585,263304.2,0.18,698.5576,0.84,3.5,C40 H76 O8 N ,sc_nuc_2
698.9737,294169.3,0.2,,,,,sc_nuc_2
699.48,293516.7,0.2,699.4786,1.46,14,C45 H66 O3 N P ,sc_nuc_2
699.4975,202819.2,0.14,699.497,0.43,4.5,C39 H72 O8 P ,sc_nuc_2
699.5171,528882.9,0.37,699.5182,-1.09,-0.5,C36 H76 O10 P ,sc_nuc_2
699.9815,270574.9,0.19,,,,,sc_nuc_2
700.5295,2702408.5,1.87,700.5287,0.82,3.5,C39 H75 O7 N P ,sc_nuc_2
701.0236,144171.9,0.1,701.143,-119.37,22.5,C36 H30 O13 P ,sc_nuc_2
701.5328,1022695.8,0.71,701.5362,-3.34,7.5,C43 H73 O7 ,sc_nuc_2
702.5088,190149.6,0.13,702.5079,0.88,3.5,C38 H73 O8 N P ,sc_nuc_2
702.5451,469404.3,0.32,702.5443,0.78,2.5,C39 H77 O7 N P ,sc_nuc_2
703.0392,282266,0.19,703.146,-106.82,22,C35 H30 O13 N P ,sc_nuc_2
703.7347,178780,0.12,703.6974,37.3,2.5,C47 H91 O3 ,sc_nuc_2
706.4674,1834953.4,1.27,706.4665,0.89,3.5,C36 H69 O10 N P ,sc_nuc_2
707.4707,630461.8,0.44,707.4684,2.25,12,C43 H66 O5 N P ,sc_nuc_2
708.4985,350350.9,0.24,708.4974,1.12,6.5,C40 H71 O7 N P ,sc_nuc_2
709.0685,167373,0.12,709.148,-79.52,24.5,C38 H30 O12 P ,sc_nuc_2
709.5017,150717.8,0.1,709.5025,-0.84,1.5,C37 H74 O10 P ,sc_nuc_2
709.611,179590.1,0.12,709.614,-3.01,7.5,C47 H81 O4 ,sc_nuc_2
710.5143,331507.9,0.23,710.5154,-1.1,14.5,C47 H68 O4 N ,sc_nuc_2
710.6316,160488.7,0.11,710.6304,1.16,2.5,C43 H84 O6 N ,sc_nuc_2
711.028,195476.1,0.13,711.1511,-123.15,24,C37 H30 O12 N P ,sc_nuc_2
711.0642,160433.8,0.11,711.1511,-86.87,24,C37 H30 O12 N P ,sc_nuc_2
711.4801,225560.4,0.16,711.4786,1.52,15,C46 H66 O3 N P ,sc_nuc_2
711.9812,233652.4,0.16,,,,,sc_nuc_2
712.4699,1533111.5,1.06,712.4708,-0.94,15,C46 H64 O6 ,sc_nuc_2
712.488,279215.1,0.19,712.4864,1.58,14.5,C46 H67 O3 N P ,sc_nuc_2
712.9893,194861.8,0.13,,,,,sc_nuc_2
713.0434,213322.3,0.15,713.143,-99.55,23.5,C37 H30 O13 P ,sc_nuc_2
713.4734,574689.8,0.4,713.472,1.4,6,C38 H67 O11 N ,sc_nuc_2
714.467,433190.1,0.3,714.4657,1.3,14.5,C45 H65 O4 N P ,sc_nuc_2
714.5088,1412816.6,0.98,714.5079,0.82,4.5,C39 H73 O8 N P ,sc_nuc_2
714.5458,227373.5,0.16,714.5467,-0.92,12.5,C47 H72 O4 N ,sc_nuc_2
715.0394,204140.3,0.14,715.146,-106.62,23,C36 H30 O13 N P ,sc_nuc_2
715.0588,239513.8,0.17,715.146,-87.22,23,C36 H30 O13 N P ,sc_nuc_2
715.5124,612535.7,0.42,715.5131,-0.69,-0.5,C36 H76 O11 P ,sc_nuc_2
716.5245,3458614.8,2.39,716.5236,0.95,3.5,C39 H75 O8 N P ,sc_nuc_2
717.0545,308261.8,0.21,717.1379,-83.36,22.5,C36 H30 O14 P ,sc_nuc_2
717.4721,367471.7,0.25,717.4712,0.85,4.5,C38 H70 O10 P ,sc_nuc_2
717.5278,1350258.6,0.93,717.5255,2.25,12,C46 H72 O3 N P ,sc_nuc_2
718.5401,527676.4,0.36,718.5392,0.83,2.5,C39 H77 O8 N P ,sc_nuc_2
719.4877,397056.6,0.27,719.4869,0.87,3.5,C38 H72 O10 P ,sc_nuc_2
719.4995,279080.8,0.19,719.4978,1.74,8,C41 H69 O9 N ,sc_nuc_2
720.4982,3728849,2.57,720.4974,0.86,7.5,C41 H71 O7 N P ,sc_nuc_2
721.0304,210424.9,0.15,721.148,-117.61,25.5,C39 H30 O12 P ,sc_nuc_2
721.5015,1588564.9,1.1,721.5025,-0.97,2.5,C38 H74 O10 P ,sc_nuc_2
722.499,3272082,2.26,722.5001,-1.1,11.5,C44 H68 O7 N ,sc_nuc_2
722.5139,28650414,19.78,722.513,0.93,6.5,C41 H73 O7 N P ,sc_nuc_2
723.4939,1208716.6,0.83,723.4927,1.21,7,C40 H69 O10 N ,sc_nuc_2
723.5021,1193790.4,0.82,723.4997,2.37,11,C44 H70 O5 N P ,sc_nuc_2
723.5174,12882579,8.89,723.5182,-0.8,1.5,C38 H76 O10 P ,sc_nuc_2
724.4972,319629.4,0.22,724.4978,-0.65,2,C37 H72 O13 ,sc_nuc_2
724.5214,2396033.8,1.65,724.5216,-0.27,1.5,C37 H74 O12 N ,sc_nuc_2
724.5295,5538999.5,3.82,724.5287,0.87,5.5,C41 H75 O7 N P ,sc_nuc_2
725.0436,193265.7,0.13,725.143,-99.36,24.5,C38 H30 O13 P ,sc_nuc_2
725.5329,2363104,1.63,725.5338,-0.91,0.5,C38 H78 O10 P ,sc_nuc_2
726.5086,151707.2,0.1,726.5079,0.7,5.5,C40 H73 O8 N P ,sc_nuc_2
726.5452,2919797,2.02,726.5443,0.93,4.5,C41 H77 O7 N P ,sc_nuc_2
727.0587,248526.5,0.17,727.146,-87.28,24,C37 H30 O13 N P ,sc_nuc_2
727.5485,1112028.9,0.77,727.5495,-0.94,-0.5,C38 H80 O10 P ,sc_nuc_2
728.5246,508868.7,0.35,728.5236,1.01,4.5,C40 H75 O8 N P ,sc_nuc_2
728.5608,1230796.1,0.85,728.56,0.84,3.5,C41 H79 O7 N P ,sc_nuc_2
729.0547,315687.2,0.22,729.1379,-83.16,23.5,C37 H30 O14 P ,sc_nuc_2
729.5641,548271.8,0.38,729.5608,3.3,-1,C37 H79 O12 N ,sc_nuc_2
730.5401,638721.6,0.44,730.5392,0.9,3.5,C40 H77 O8 N P ,sc_nuc_2
730.5765,200431,0.14,730.5756,0.87,2.5,C41 H81 O7 N P ,sc_nuc_2
731.0337,202807.7,0.14,731.1409,-107.28,23,C36 H30 O14 N P ,sc_nuc_2
731.0703,361161.1,0.25,731.1409,-70.68,23,C36 H30 O14 N P ,sc_nuc_2
731.5437,239536.5,0.17,731.5412,2.48,12,C47 H74 O3 N P ,sc_nuc_2
733.0302,213158.9,0.15,733.148,-117.79,26.5,C40 H30 O12 P ,sc_nuc_2
733.0498,184502,0.13,733.148,-98.22,26.5,C40 H30 O12 P ,sc_nuc_2
734.514,909410.6,0.63,734.513,0.97,7.5,C42 H73 O7 N P ,sc_nuc_2
734.5353,900462.4,0.62,734.5341,1.12,2.5,C39 H77 O9 N P ,sc_nuc_2
734.6315,174088.7,0.12,734.6304,1.05,4.5,C45 H84 O6 N ,sc_nuc_2
735.0457,315521.8,0.22,735.1511,-105.36,26,C39 H30 O12 N P ,sc_nuc_2
735.5171,296809.6,0.2,735.5182,-1.01,2.5,C39 H76 O10 P ,sc_nuc_2
735.5387,274045.3,0.19,735.5361,2.58,11,C46 H74 O4 N P ,sc_nuc_2
736.4932,1249839.5,0.86,736.4923,0.95,7.5,C41 H71 O8 N P ,sc_nuc_2
736.5296,2222266.3,1.53,736.5287,0.94,6.5,C42 H75 O7 N P ,sc_nuc_2
736.6471,616170.3,0.43,736.6461,1,3.5,C45 H86 O6 N ,sc_nuc_2
737.4967,611993.8,0.42,737.4974,-0.71,2.5,C38 H74 O11 P ,sc_nuc_2
737.5386,2172551.3,1.5,737.5389,-0.3,15,C49 H71 O4 N ,sc_nuc_2
737.6503,212254.7,0.15,737.6539,-3.63,3,C45 H87 O6 N ,sc_nuc_2
738.5089,2884292.5,1.99,738.5079,0.98,6.5,C41 H73 O8 N P ,sc_nuc_2
738.5403,534876.1,0.37,738.5416,-1.38,1,C39 H79 O10 P ,sc_nuc_2
738.5471,407258.2,0.28,738.5467,0.46,14.5,C49 H72 O4 N ,sc_nuc_2
738.6625,364004.5,0.25,738.6617,0.74,2.5,C45 H88 O6 N ,sc_nuc_2
739.5123,1279227.3,0.88,739.5131,-0.8,1.5,C38 H76 O11 P ,sc_nuc_2
739.5352,623809.6,0.43,739.5366,-1.38,5.5,C42 H75 O10 ,sc_nuc_2
740.5245,1262610,0.87,740.5236,0.91,5.5,C41 H75 O8 N P ,sc_nuc_2
740.5384,169671.6,0.12,740.5385,-0.08,14,C49 H72 O5 ,sc_nuc_2
741.0745,171862.3,0.12,741.1379,-63.34,24.5,C38 H30 O14 P ,sc_nuc_2
741.5279,525043.1,0.36,741.5287,-0.77,0.5,C38 H78 O11 P ,sc_nuc_2
742.5402,3661611.8,2.53,742.5392,1,4.5,C41 H77 O8 N P ,sc_nuc_2
743.4879,646844.1,0.45,743.4869,1.09,5.5,C40 H72 O10 P ,sc_nuc_2
743.5435,1583262.1,1.09,743.5444,-0.9,-0.5,C38 H80 O11 P ,sc_nuc_2
744.4916,291715,0.2,744.4903,1.28,5.5,C39 H70 O12 N ,sc_nuc_2
744.5199,265740.4,0.18,744.5209,-1,13.5,C47 H70 O6 N ,sc_nuc_2
744.556,3950585.5,2.73,744.5549,1.08,3.5,C41 H79 O8 N P ,sc_nuc_2
745.0499,416451,0.29,745.148,-98.15,27.5,C41 H30 O12 P ,sc_nuc_2
745.5036,3643207.8,2.51,745.5025,1.05,4.5,C40 H74 O10 P ,sc_nuc_2
745.559,1806795.4,1.25,745.5568,2.19,12,C48 H76 O3 N P ,sc_nuc_2
746.5139,7540106.5,5.21,746.513,0.93,8.5,C43 H73 O7 N P ,sc_nuc_2
746.5626,279031.9,0.19,746.562,0.62,7,C45 H79 O6 P ,sc_nuc_2
747.0455,174980,0.12,747.1511,-105.57,27,C40 H30 O12 N P ,sc_nuc_2
747.0654,156482.9,0.11,747.1511,-85.66,27,C40 H30 O12 N P ,sc_nuc_2
747.5187,11600364,8.01,747.5182,0.56,3.5,C40 H76 O10 P ,sc_nuc_2
747.5668,4055539.3,2.8,747.5655,1.3,7,C44 H77 O8 N ,sc_nuc_2
748.4934,303695,0.21,748.4923,1.13,8.5,C42 H71 O8 N P ,sc_nuc_2
748.5295,35426244,24.46,748.5287,0.86,7.5,C43 H75 O7 N P ,sc_nuc_2
748.5635,1462723.3,1.01,748.5624,1.14,2,C41 H81 O9 P ,sc_nuc_2
748.5691,1633261.8,1.13,748.5706,-1.48,2,C41 H80 O11 ,sc_nuc_2
749.0248,164108.3,0.11,749.143,-118.15,26.5,C40 H30 O13 P ,sc_nuc_2
749.0609,383858,0.26,749.143,-82.03,26.5,C40 H30 O13 P ,sc_nuc_2
749.533,16265914,11.23,749.5338,-0.78,2.5,C40 H78 O10 P ,sc_nuc_2
749.5654,589182.3,0.41,749.5659,-0.43,2,C40 H79 O11 N ,sc_nuc_2
749.5813,219050.8,0.15,749.5811,0.14,6,C44 H79 O8 N ,sc_nuc_2
750.509,2810767.8,1.94,750.5079,1.08,7.5,C42 H73 O8 N P ,sc_nuc_2
750.5451,26671918,18.41,750.5443,0.78,6.5,C43 H77 O7 N P ,sc_nuc_2
750.5668,162364.4,0.11,750.5678,-1.02,10.5,C47 H76 O6 N ,sc_nuc_2
751.0207,195626.4,0.14,751.146,-125.36,26,C39 H30 O13 N P ,sc_nuc_2
751.5122,1186456.3,0.82,751.5131,-0.86,2.5,C39 H76 O11 P ,sc_nuc_2
751.5254,161238.4,0.11,751.524,1.39,7,C42 H73 O10 N ,sc_nuc_2
751.5486,12280808,8.48,751.5495,-0.89,1.5,C40 H80 O10 P ,sc_nuc_2
752.5089,958548,0.66,752.5083,0.63,2.5,C38 H75 O11 N P ,sc_nuc_2
752.5244,2169437,1.5,752.5236,0.86,6.5,C42 H75 O8 N P ,sc_nuc_2
752.5607,5509496,3.8,752.56,0.75,5.5,C43 H79 O7 N P ,sc_nuc_2
753.0362,261712.4,0.18,753.1379,-101.67,25.5,C39 H30 O14 P ,sc_nuc_2
753.5126,328144.1,0.23,753.5126,-0.05,20,C52 H67 O3 N ,sc_nuc_2
753.5278,1030866.6,0.71,753.5287,-0.95,1.5,C39 H78 O11 P ,sc_nuc_2
753.5642,2685247.3,1.85,753.5651,-0.94,0.5,C40 H82 O10 P ,sc_nuc_2
754.5404,889548.3,0.61,754.5392,1.13,5.5,C42 H77 O8 N P ,sc_nuc_2
754.5686,572924.1,0.4,754.5686,0.02,0.5,C39 H80 O12 N ,sc_nuc_2
754.5764,926692.5,0.64,754.5756,0.74,4.5,C43 H81 O7 N P ,sc_nuc_2
755.0546,172180,0.12,755.1409,-86.32,25,C38 H30 O14 N P ,sc_nuc_2
755.5438,312833.1,0.22,755.5444,-0.61,0.5,C39 H80 O11 P ,sc_nuc_2
755.5798,373300.4,0.26,755.5808,-0.98,-0.5,C40 H84 O10 P ,sc_nuc_2
756.556,374069.7,0.26,756.5549,1.09,4.5,C42 H79 O8 N P ,sc_nuc_2
756.5922,340590.2,0.24,756.5913,0.91,3.5,C43 H83 O7 N P ,sc_nuc_2
757.5588,141934.8,0.1,757.56,-1.21,-0.5,C39 H82 O11 P ,sc_nuc_2
758.499,329577.3,0.23,758.5001,-1.15,14.5,C47 H68 O7 N ,sc_nuc_2
758.5714,283805.2,0.2,758.5705,0.9,3.5,C42 H81 O8 N P ,sc_nuc_2
759.0654,170487.3,0.12,759.1511,-85.69,28,C41 H30 O12 N P ,sc_nuc_2
759.5192,385564.1,0.27,759.5182,1.02,4.5,C41 H76 O10 P ,sc_nuc_2
760.4931,176275.2,0.12,760.4923,0.79,9.5,C43 H71 O8 N P ,sc_nuc_2
760.5143,4779257.5,3.3,760.5134,0.85,4.5,C40 H75 O10 N P ,sc_nuc_2
760.5294,638727.3,0.44,760.5287,0.69,8.5,C44 H75 O7 N P ,sc_nuc_2
760.5509,232971,0.16,760.5498,1.09,3.5,C41 H79 O9 N P ,sc_nuc_2
761.0613,171772.4,0.12,761.143,-81.68,27.5,C41 H30 O13 P ,sc_nuc_2
761.0809,297527.8,0.21,761.143,-62.05,27.5,C41 H30 O13 P ,sc_nuc_2
761.5175,1907335.1,1.32,761.5186,-1.01,-0.5,C37 H78 O13 P ,sc_nuc_2
761.534,500925.1,0.35,761.5338,0.22,3.5,C41 H78 O10 P ,sc_nuc_2
761.5534,162242.5,0.11,761.5517,1.62,12,C48 H76 O4 N P ,sc_nuc_2
761.5825,301657.2,0.21,761.5811,1.43,7,C45 H79 O8 N ,sc_nuc_2
762.5089,2035224,1.4,762.5079,0.98,8.5,C43 H73 O8 N P ,sc_nuc_2
762.521,312056.2,0.22,762.5205,0.53,8,C44 H75 O8 P ,sc_nuc_2
762.5302,300143,0.21,762.5291,1.15,3.5,C40 H77 O10 N P ,sc_nuc_2
762.5451,638617.6,0.44,762.5443,0.81,7.5,C44 H77 O7 N P ,sc_nuc_2
762.5665,651113.1,0.45,762.5654,1.07,2.5,C41 H81 O9 N P ,sc_nuc_2
763.0404,283213.9,0.2,763.146,-105.59,27,C40 H30 O13 N P ,sc_nuc_2
763.5122,979557.6,0.68,763.5131,-0.85,3.5,C40 H76 O11 P ,sc_nuc_2
763.5485,207487.6,0.14,763.5495,-0.93,2.5,C41 H80 O10 P ,sc_nuc_2
763.5626,321847.4,0.22,763.5647,-2.08,6.5,C45 H80 O7 P ,sc_nuc_2
764.5012,198500.1,0.14,764.5021,-0.95,17,C50 H68 O6 ,sc_nuc_2
764.5245,6739239.5,4.65,764.5236,0.96,7.5,C43 H75 O8 N P ,sc_nuc_2
764.546,314538.7,0.22,764.5471,-1.04,11.5,C47 H74 O7 N ,sc_nuc_2
764.5608,202435.9,0.14,764.56,0.8,6.5,C44 H79 O7 N P ,sc_nuc_2
765.0358,167518.5,0.12,765.1379,-102.02,26.5,C40 H30 O14 P ,sc_nuc_2
765.0566,151599.9,0.1,765.1379,-81.29,26.5,C40 H30 O14 P ,sc_nuc_2
765.5279,2870848.3,1.98,765.5287,-0.82,2.5,C40 H78 O11 P ,sc_nuc_2
765.5699,380089.9,0.26,765.5702,-0.27,15,C51 H75 O4 N ,sc_nuc_2
766.5033,178407.3,0.12,766.5028,0.41,7.5,C42 H73 O9 N P ,sc_nuc_2
766.52,2120552.5,1.46,766.5205,-0.48,20.5,C53 H68 O3 N ,sc_nuc_2
766.5401,22997388,15.88,766.5392,0.84,6.5,C43 H77 O8 N P ,sc_nuc_2
766.5771,249691.3,0.17,766.578,-0.84,14.5,C51 H76 O4 N ,sc_nuc_2
767.0521,358024.5,0.25,767.1409,-88.88,26,C39 H30 O14 N P ,sc_nuc_2
767.4876,422903.2,0.29,767.4869,0.78,7.5,C42 H72 O10 P ,sc_nuc_2
767.525,803596.3,0.55,767.5256,-0.65,15.5,C50 H71 O6 ,sc_nuc_2
767.5435,10760559,7.43,767.5444,-0.84,1.5,C40 H80 O11 P ,sc_nuc_2
768.5136,557230.1,0.38,768.5126,1,15.5,C49 H71 O4 N P ,sc_nuc_2
768.5325,1340791.8,0.93,768.5334,-0.95,15,C50 H72 O6 ,sc_nuc_2
768.5555,5097055,3.52,768.5549,0.63,5.5,C43 H79 O8 N P ,sc_nuc_2
769.5036,857353.9,0.59,769.5025,1.05,6.5,C42 H74 O10 P ,sc_nuc_2
769.5359,485871,0.34,769.5346,1.29,6,C42 H75 O11 N ,sc_nuc_2
769.5591,2272969.5,1.57,769.56,-0.97,0.5,C40 H82 O11 P ,sc_nuc_2
770.5066,354830.4,0.24,770.506,0.62,6.5,C41 H72 O12 N ,sc_nuc_2
770.5349,472803.4,0.33,770.5341,0.73,5.5,C42 H77 O9 N P ,sc_nuc_2
770.5712,877583.9,0.61,770.5705,0.66,4.5,C43 H81 O8 N P ,sc_nuc_2
771.0281,158610.6,0.11,771.1511,-122.98,29,C42 H30 O12 N P ,sc_nuc_2
771.5192,2409891.5,1.66,771.5182,1,5.5,C42 H76 O10 P ,sc_nuc_2
771.5382,220908.6,0.15,771.5393,-1.08,0.5,C39 H80 O12 P ,sc_nuc_2
771.5747,354630.4,0.24,771.5757,-0.99,-0.5,C40 H84 O11 P ,sc_nuc_2
772.5294,3600190.8,2.49,772.5287,0.75,9.5,C45 H75 O7 N P ,sc_nuc_2
772.5508,760058,0.52,772.5498,1.04,4.5,C42 H79 O9 N P ,sc_nuc_2
772.5871,677534.9,0.47,772.5862,0.88,3.5,C43 H83 O8 N P ,sc_nuc_2
773.5345,8682567,5.99,773.5338,0.7,4.5,C42 H78 O10 P ,sc_nuc_2
773.5506,326376.4,0.23,773.5506,0.02,0,C38 H79 O14 N ,sc_nuc_2
773.5901,244924.4,0.17,773.5881,1.95,12,C50 H80 O3 N P ,sc_nuc_2
774.4606,273807.5,0.19,774.4587,1.96,15.5,C46 H64 O9 N ,sc_nuc_2
774.5088,601197.3,0.42,774.5079,0.84,9.5,C44 H73 O8 N P ,sc_nuc_2
774.5443,4880757.5,3.37,774.5443,-0.03,8.5,C45 H77 O7 N P ,sc_nuc_2
774.5666,215019.9,0.15,774.5654,1.16,3.5,C42 H81 O9 N P ,sc_nuc_2
775.0605,241323.6,0.17,775.146,-85.48,28,C41 H30 O13 N P ,sc_nuc_2
775.5126,218171.9,0.15,775.5131,-0.44,4.5,C41 H76 O11 P ,sc_nuc_2
775.5338,601117.1,0.41,775.5342,-0.43,-0.5,C38 H80 O13 P ,sc_nuc_2
775.5491,3458315.5,2.39,775.5495,-0.38,3.5,C42 H80 O10 P ,sc_nuc_2
775.5609,301623,0.21,775.5604,0.56,8,C45 H77 O9 N ,sc_nuc_2
